influenced,influences,link,name
,,https://en.wikipedia.org/wiki/Pierre_Boutang,Pierre Boutang
,,https://en.wikipedia.org/wiki/Horst_Dreier,Horst Dreier
,,https://en.wikipedia.org/wiki/Dimitrije_Ljoti%C4%87,Dimitrije Ljotić
,,https://en.wikipedia.org/wiki/Josef_Laurenz_Kunz,Josef Laurenz Kunz
,,https://en.wikipedia.org/wiki/Augusto_Pinochet,Augusto Pinochet
,,https://en.wikipedia.org/wiki/Tertullian,Tertullian
,,https://en.wikipedia.org/wiki/Juan_Peron,Juan Perón
,,https://en.wikipedia.org/wiki/Steve_Bannon,Steve Bannon
,,https://en.wikipedia.org/wiki/Pierre_Renouvin,Pierre Renouvin
,"Ronald Dworkin,Joseph Raz,Alan Ryan",https://en.wikipedia.org/wiki/Jeremy_Waldron,Jeremy Waldron
,,https://en.wikipedia.org/wiki/Robert_Alexy,Robert Alexy
,,https://en.wikipedia.org/wiki/Rupert_Cross,Rupert Cross
"Luiz Carlos Bresser-Pereira,Tercio Sampaio Ferraz Jr.,Celso Lafer,José Guilherme Merquior","Carlo Cattaneo,Benedetto Croce,Giorgio Del Vecchio,Luigi Einaudi,Piero Gobetti,Hans Kelsen,Vilfredo Pareto,Carlo Rosselli",https://en.wikipedia.org/wiki/Norberto_Bobbio,Norberto Bobbio
,,https://en.wikipedia.org/wiki/Learned_Hand,Learned Hand
,,https://en.wikipedia.org/wiki/William_Graham_Sumner,William Graham Sumner
"R. M. Hare,Mordecai Kaplan,Alfred Marshall,G. E. Moore,Derek Parfit,Arthur Cecil Pigou,Hastings Rashdall,John Rawls,Bertrand Russell,Peter Singer,J. J. C. Smart","Jeremy Bentham,David Hume,John Stuart Mill",https://en.wikipedia.org/wiki/Henry_Sidgwick,Henry Sidgwick
,,https://en.wikipedia.org/wiki/Jean-Baptiste_Lamarck,Jean-Baptiste Lamarck
,,https://en.wikipedia.org/wiki/Jack_London,Jack London
,,https://en.wikipedia.org/wiki/George_Henry_Lewes,George Henry Lewes
,,https://en.wikipedia.org/wiki/Murray_Rothbard,Murray Rothbard
,,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley,Thomas Henry Huxley
,,https://en.wikipedia.org/wiki/Ichthyas,Ichthyas
,,https://en.wikipedia.org/wiki/Clinomachus,Clinomachus
,,https://en.wikipedia.org/wiki/Eubulides,Eubulides
,,https://en.wikipedia.org/wiki/Philippe_P%C3%A9tain,Philippe Pétain
,,https://en.wikipedia.org/wiki/Eleatic_school,Eleatics
,,https://en.wikipedia.org/wiki/William_Gilbert_(astronomer),William Gilbert (physician)
,,https://en.wikipedia.org/wiki/Francisco_Franco,Francisco Franco
,,https://en.wikipedia.org/wiki/Encyclop%C3%A9distes,Encyclopédistes
,,https://en.wikipedia.org/wiki/Basil_Montagu,Basil Montagu
,,https://en.wikipedia.org/wiki/Ant%C3%B3nio_de_Oliveira_Salazar,António de Oliveira Salazar
,,https://en.wikipedia.org/wiki/Thomas_Jefferson,Thomas Jefferson
,,https://en.wikipedia.org/wiki/Biringuccio,Vannoccio Biringuccio
,,https://en.wikipedia.org/wiki/Robert_Boyle,Robert Boyle
,,https://en.wikipedia.org/wiki/Celso_Lafer,Celso Lafer
,,https://en.wikipedia.org/wiki/Carlo_Cattaneo,Carlo Cattaneo
,"John Locke,John Stuart Mill,Karl Marx,José Ortega y Gasset,Walter Benjamin,Friedrich Hayek,Raymond Aron,Arnaldo Momigliano,Claude Lévi-Strauss,Harry Levin,Ernest Gellner",https://en.wikipedia.org/wiki/Jos%C3%A9_Guilherme_Merquior,José Guilherme Merquior
,,https://en.wikipedia.org/wiki/Tercio_Sampaio_Ferraz_Jr.,Tercio Sampaio Ferraz Jr.
,"Gilbert Ryle,Henry Sidgwick",https://en.wikipedia.org/wiki/J._J._C._Smart,J. J. C. Smart
,,https://en.wikipedia.org/wiki/Luiz_Carlos_Bresser-Pereira,Luiz Carlos Bresser-Pereira
,,https://en.wikipedia.org/wiki/Hastings_Rashdall,Hastings Rashdall
,,https://en.wikipedia.org/wiki/Arthur_Cecil_Pigou,Arthur Cecil Pigou
,,https://en.wikipedia.org/wiki/Piero_Gobetti,Piero Gobetti
,,https://en.wikipedia.org/wiki/Alfred_Marshall,Alfred Marshall
"Peter Singer,Bernard Williams,Brian McGuinness,Gary Varner,John E. Hare","Immanuel Kant,A. J. Ayer,J. L. Austin,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/R._M._Hare,R. M. Hare
,,https://en.wikipedia.org/wiki/Carlo_Rosselli,Carlo Rosselli
,,https://en.wikipedia.org/wiki/Luigi_Einaudi,Luigi Einaudi
Norberto Bobbio,,https://en.wikipedia.org/wiki/Giorgio_Del_Vecchio,Giorgio Del Vecchio
,,https://en.wikipedia.org/wiki/Alan_Ryan,Alan Ryan
,,https://en.wikipedia.org/wiki/Bernardino_Telesio,Bernardino Telesio
,,https://en.wikipedia.org/wiki/Bernard_Palissy,Bernard Palissy
,,https://en.wikipedia.org/wiki/Fumimaro_Konoe,Fumimaro Konoe
,,https://en.wikipedia.org/wiki/Maurice_Barr%C3%A8s,Maurice Barrès
"Joseph de Maistre,Chateaubriand,Juan Donoso Cortés,Lamennais,Charles Maurras,Carl Schmitt,Julius Evola","Plato,Aristotle,Socrates,Augustine of Hippo,Thomas Aquinas,Tacitus,Blaise Pascal,Jacques-Bénigne Bossuet,Nicolas Malebranche,Leibniz",https://en.wikipedia.org/wiki/Louis_de_Bonald,Louis de Bonald
,,https://en.wikipedia.org/wiki/%C3%89douard_Drumont,Édouard Drumont
,,https://en.wikipedia.org/wiki/Charles_de_Gaulle,Charles de Gaulle
"Benedict Anderson,Anthony D. Smith,Michael Mann (sociologist),John A. Hall,José Guilherme Merquior,Sinisa Malesevic","Max Weber,Bertrand Russell,Bronisław Malinowski,Karl Popper",https://en.wikipedia.org/wiki/Ernest_Gellner,Ernest Gellner
,,https://en.wikipedia.org/wiki/Harry_Levin,Harry Levin
"Pierre Bourdieu,Edmund Leach,Catherine Clément,Philippe Descola,Jacques Lacan,Roland Barthes,Louis Althusser","Lewis Henry Morgan,Ferdinand de Saussure,Roman Jakobson,Franz Boas,Émile Durkheim,Georg Wilhelm Friedrich Hegel,Alfred Radcliffe-Brown,Marcel Mauss,Jean-Jacques Rousseau",https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss,Claude Lévi-Strauss
,,https://en.wikipedia.org/wiki/Arnaldo_Momigliano,Arnaldo Momigliano
,,"https://en.wikipedia.org/wiki/Giovanni_Colonna_(cardinal,_1295%E2%80%931348)","Giovanni Colonna (cardinal, 1295–1348)"
,,https://en.wikipedia.org/wiki/Albertino_Mussato,Albertino Mussato
,,https://en.wikipedia.org/wiki/Sotion_(Pythagorean),Sotion (Pythagorean)
,,https://en.wikipedia.org/wiki/Attalus_(Stoic),Attalus (Stoic)
,,https://en.wikipedia.org/wiki/Publilius_Syrus,Publilius Syrus
,,https://en.wikipedia.org/wiki/Dante_Alighieri,Dante Alighieri
,,https://en.wikipedia.org/wiki/John_E._Hare,John E. Hare
,,https://en.wikipedia.org/wiki/Gary_Varner,Gary Varner
,,https://en.wikipedia.org/wiki/Brian_McGuinness,Brian McGuinness
,,https://en.wikipedia.org/wiki/Jason_of_Nysa,Jason of Nysa
,,https://en.wikipedia.org/wiki/Hecato_of_Rhodes,Hecato of Rhodes
,,https://en.wikipedia.org/wiki/Antipater_of_Tarsus,Antipater of Tarsus
,,https://en.wikipedia.org/wiki/Strabo,Strabo
,,https://en.wikipedia.org/wiki/Livy,Livy
,,https://en.wikipedia.org/wiki/Diodorus_Siculus,Diodorus Siculus
,,https://en.wikipedia.org/wiki/Cleomedes,Cleomedes
,,https://en.wikipedia.org/wiki/Mary_Wollstonecraft,Mary Wollstonecraft
,,https://en.wikipedia.org/wiki/Sinisa_Malesevic,Sinisa Malesevic
,,https://en.wikipedia.org/wiki/John_A._Hall,John A. Hall
,,https://en.wikipedia.org/wiki/Counter-Enlightenment,Counter-Enlightenment
,,https://en.wikipedia.org/wiki/Louis_Antoine_de_Saint-Just,Louis Antoine de Saint-Just
,,https://en.wikipedia.org/wiki/Michael_Mann_(sociologist),Michael Mann (sociologist)
"Thomas Jefferson,William Godwin,Mary Wollstonecraft,Pierre Victurnien Vergniaud,Abraham Lincoln,Thomas Edison,Karl Marx,Sigmund Freud,Charles Darwin,Friedrich Nietzsche,Jyotirao Phule,Moncure D. Conway,Bertrand Russell,Christopher Hitchens,Robert G. Ingersoll","Jacobin,Voltaire,Jean-Jacques Rousseau,John Locke,Religious Society of Friends,Montesquieu,Benjamin Franklin",https://en.wikipedia.org/wiki/Thomas_Paine,Thomas Paine
,,https://en.wikipedia.org/wiki/Romanticism,Romanticism
,,https://en.wikipedia.org/wiki/Maximilien_Robespierre,Maximilien Robespierre
,,https://en.wikipedia.org/wiki/Lewis_Henry_Morgan,Lewis H. Morgan
"Claude Lévi-Strauss,Roland Barthes,Joseph Greenberg,Nicolas Ruwet,Friedemann Schulz von Thun,Michael Silverstein,Dell Hymes,Jacques Lacan,Giorgio Agamben,Paul Ricœur,Morris Halle,Michel Foucault,Noam Chomsky","Ferdinand de Saussure,Nikolai Trubetzkoy",https://en.wikipedia.org/wiki/Roman_Jakobson,Roman Jakobson
,"Claude Lévi-Strauss,Maurice Godelier,Gregory Bateson",https://en.wikipedia.org/wiki/Philippe_Descola,Philippe Descola
,,https://en.wikipedia.org/wiki/Anthony_D._Smith,Anthony D. Smith
,,https://en.wikipedia.org/wiki/Franz_Boas,Franz Boas
,,https://en.wikipedia.org/wiki/Edmund_Leach,Edmund Leach
,,https://en.wikipedia.org/wiki/Catherine_Cl%C3%A9ment,Catherine Clément
,,https://en.wikipedia.org/wiki/Marcel_Mauss,Marcel Mauss
,,https://en.wikipedia.org/wiki/Alfred_Radcliffe-Brown,Alfred Radcliffe-Brown
,,https://en.wikipedia.org/wiki/Benedict_Anderson,Benedict Anderson
,,https://en.wikipedia.org/wiki/Bronis%C5%82aw_Malinowski,Bronisław Malinowski
,,https://en.wikipedia.org/wiki/Louise_d%27%C3%89pinay,Louise d'Épinay
,,https://en.wikipedia.org/wiki/Jean_le_Rond_d%27Alembert,Jean le Rond d'Alembert
,,https://en.wikipedia.org/wiki/Diogenes_of_Babylon,Diogenes of Babylon
,,https://en.wikipedia.org/wiki/French_Revolution,French Revolution
,"Zeno of Citium,Cleanthes",https://en.wikipedia.org/wiki/Sphaerus,Sphaerus
,,https://en.wikipedia.org/wiki/Isagoge,
,,https://en.wikipedia.org/wiki/Aristotelianism,Aristotelianism
,,https://en.wikipedia.org/wiki/Sossianus_Hierocles,Sossianus Hierocles
,,https://en.wikipedia.org/wiki/Middle_Platonism,Middle Platonism
,,https://en.wikipedia.org/wiki/Maurice_Godelier,Maurice Godelier
,,https://en.wikipedia.org/wiki/Scott_J._Shapiro,Scott J. Shapiro
,,https://en.wikipedia.org/wiki/Timothy_Endicott,Timothy Endicott
,,https://en.wikipedia.org/wiki/Nicolas_Ruwet,Nicolas Ruwet
,,https://en.wikipedia.org/wiki/Dell_Hymes,Dell Hymes
,,https://en.wikipedia.org/wiki/Michael_Silverstein,Michael Silverstein
,,https://en.wikipedia.org/wiki/Friedemann_Schulz_von_Thun,Friedemann Schulz von Thun
,,https://en.wikipedia.org/wiki/Jacobin,Jacobin
,,https://en.wikipedia.org/wiki/Morris_Halle,Morris Halle
,,https://en.wikipedia.org/wiki/American_Revolution,American Revolution
,Thomas Paine,https://en.wikipedia.org/wiki/Jyotirao_Phule,Jyotirao Phule
,,https://en.wikipedia.org/wiki/Joseph_Greenberg,Joseph Greenberg
,,https://en.wikipedia.org/wiki/Nikolai_Trubetzkoy,Nikolai Trubetzkoy
,,https://en.wikipedia.org/wiki/Robert_G._Ingersoll,Robert G. Ingersoll
,,https://en.wikipedia.org/wiki/Moncure_D._Conway,Moncure D. Conway
,,https://en.wikipedia.org/wiki/Thomas_Edison,Thomas Edison
,,https://en.wikipedia.org/wiki/Pierre_Victurnien_Vergniaud,Pierre Victurnien Vergniaud
,"Ronald Dworkin,H. L. A. Hart,John Rawls",https://en.wikipedia.org/wiki/Matthew_Kramer,Matthew Kramer
,"Joseph Raz,H.L.A. Hart",https://en.wikipedia.org/wiki/Leslie_Green_(philosopher),Leslie Green (philosopher)
"Arrian,Junius Rusticus,Marcus Aurelius,Albert Ellis,Han Ryner,James Stockdale","Gaius Musonius Rufus,Socrates,Diogenes of Sinope,Zeno of Citium,Cleanthes,Chrysippus,Hippocrates",https://en.wikipedia.org/wiki/Epictetus,Epictetus
,,https://en.wikipedia.org/wiki/Richard_De_Smet,Richard De Smet
,,https://en.wikipedia.org/wiki/Religious_Society_of_Friends,Quakers
,,https://en.wikipedia.org/wiki/Bernard_Lonergan,Bernard Lonergan
,,https://en.wikipedia.org/wiki/Benjamin_Franklin,Benjamin Franklin
,"Étienne Gilson,William Ernest Hocking,C. I. Lewis,Ralph Barton Perry,Alfred North Whitehead",https://en.wikipedia.org/wiki/Paul_Weiss_(philosopher),Paul Weiss (philosopher)
"Ravi Zacharias,Frank Turek","Thomas Aquinas,C. S. Lewis,Étienne Gilson",https://en.wikipedia.org/wiki/Norman_Geisler,Norman Geisler
,,https://en.wikipedia.org/wiki/John_F._X._Knasas,John F. X. Knasas
,Xavier Zubiri,https://en.wikipedia.org/wiki/Ignacio_Ellacur%C3%ADa,Ignacio Ellacuría
,,https://en.wikipedia.org/wiki/Dante,Dante Alighieri
,,https://en.wikipedia.org/wiki/Abraham_Lincoln,Abraham Lincoln
,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Connan,François Connan
,,https://en.wikipedia.org/wiki/Daniel_Gu%C3%A9rin,Daniel Guérin
"Frankfurt School,New Left,Bertolt Brecht,Douglas Kellner,Felix Weil","Fabian Society,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Karl Marx,Friedrich Engels,Vladimir Lenin,Mikhail Bakunin",https://en.wikipedia.org/wiki/Karl_Korsch,Karl Korsch
,,https://en.wikipedia.org/wiki/Avicenna,Avicenna
,,https://en.wikipedia.org/wiki/Scholasticism,Scholasticism
"Ronald Dworkin,John Rawls,Joseph Raz,John Finnis,Neil MacCormick,Brian Barry,John Gardner (law),Tony Honoré","Jeremy Bentham,John Austin (legal philosopher),J. L. Austin,Ludwig Wittgenstein,Hans Kelsen,Max Weber,Friedrich Waismann",https://en.wikipedia.org/wiki/H.L.A._Hart,H. L. A. Hart
,,https://en.wikipedia.org/wiki/Carlo_Cafiero,Carlo Cafiero
,,https://en.wikipedia.org/wiki/Sergei_Nechaev,Sergey Nechayev
"Kropotkin,Emma Goldman,Charles Darwin,Sigmund Freud,Friedrich Nietzsche,Karl Marx,Friedrich Engels,Vladimir Lenin,Leon Trotsky,Joseph Stalin,Mao Zedong,Fidel Castro,Che Guevara,Mikhail Bakunin,Jean-Paul Sartre,Isaiah Berlin,Frankfurt School","Pierre-Joseph Proudhon,Georg Wilhelm Friedrich Hegel,Jean-Jacques Rousseau,Voltaire",https://en.wikipedia.org/wiki/Alexander_Herzen,Alexander Herzen
,,https://en.wikipedia.org/wiki/Junius_Rusticus,Junius Rusticus
,,https://en.wikipedia.org/wiki/Arrian,Arrian
,,https://en.wikipedia.org/wiki/Ralph_Barton_Perry,Ralph Barton Perry
,,https://en.wikipedia.org/wiki/Frank_Turek,Frank Turek
,,https://en.wikipedia.org/wiki/Ravi_Zacharias,Ravi Zacharias
,,https://en.wikipedia.org/wiki/Albert_Ellis,Albert Ellis
,,https://en.wikipedia.org/wiki/Hippocrates,Hippocrates
,,https://en.wikipedia.org/wiki/Gaius_Musonius_Rufus,Gaius Musonius Rufus
,,https://en.wikipedia.org/wiki/Philippe_Buonarroti,Philippe Buonarroti
,,https://en.wikipedia.org/wiki/CrimethInc.,CrimethInc.
,,https://en.wikipedia.org/wiki/James_Stockdale,James Stockdale
,,https://en.wikipedia.org/wiki/Peter_Gelderloos,Peter Gelderloos
,,https://en.wikipedia.org/wiki/Uri_Gordon,Uri Gordon
,,https://en.wikipedia.org/wiki/Raoul_Vaneigem,Raoul Vaneigem
,,https://en.wikipedia.org/wiki/David_Graeber,David Graeber
,,https://en.wikipedia.org/wiki/Post-left_anarchy,Post-left anarchy
,,https://en.wikipedia.org/wiki/Fredy_Perlman,Fredy Perlman
,,https://en.wikipedia.org/wiki/Paul_Goodman_(writer),Paul Goodman
,,https://en.wikipedia.org/wiki/Fabian_Society,Fabian Society
,,https://en.wikipedia.org/wiki/Felix_Weil,Felix Weil
,,https://en.wikipedia.org/wiki/Karl_Kraus_(writer),Karl Kraus (writer)
,,https://en.wikipedia.org/wiki/Robert_Michels,Robert Michels
"Jürgen Habermas,Herbert Marcuse,Max Horkheimer,Fredric Jameson,Raymond Geuss,Judith Butler,Alain Badiou,Slavoj Žižek","Immanuel Kant,G. W. F. Hegel,Søren Kierkegaard,Friedrich Nietzsche,Edmund Husserl,Karl Marx,Sigmund Freud,Georg Lukács,Ernst Bloch,Max Weber,Georg Simmel,Max Horkheimer,Hans Cornelius,Walter Benjamin,Arnold Schoenberg,Alban Berg,Charles Baudelaire,Marcel Proust,Franz Kafka,Oswald Spengler,Siegfried Kracauer,Thomas Mann",https://en.wikipedia.org/wiki/Theodor_Adorno,Theodor W. Adorno
,,https://en.wikipedia.org/wiki/Bertolt_Brecht,Bertolt Brecht
,,https://en.wikipedia.org/wiki/Frankfurt_School,Frankfurt School
,,https://en.wikipedia.org/wiki/Oscar_Wilde,Oscar Wilde
,,https://en.wikipedia.org/wiki/Heinrich_Heine,Heinrich Heine
,,https://en.wikipedia.org/wiki/William_Morris,William Morris
,,https://en.wikipedia.org/wiki/Chekhov,Anton Chekhov
,,https://en.wikipedia.org/wiki/William_Shakespeare,William Shakespeare
,,https://en.wikipedia.org/wiki/Lermontov,Mikhail Lermontov
,,https://en.wikipedia.org/wiki/Leo_Tolstoy,Leo Tolstoy
,,https://en.wikipedia.org/wiki/Leon_Trotsky,Leon Trotsky
,,https://en.wikipedia.org/wiki/Baudelaire,Charles Baudelaire
"Everett Reimer,André Gorz,Lee Felsenstein,Wolfgang Sachs,Kevin Carson,Bob Black,John Zerzan,Barry Sanders (professor),Giorgio Agamben","Paul Goodman,Arnold J. Toynbee,Everett Reimer,Jacques Maritain,Leopold Kohr,Jacques Ellul,Hugh of Saint Victor,Emmanuel Levinas",https://en.wikipedia.org/wiki/Ivan_Illich,Ivan Illich
,,https://en.wikipedia.org/wiki/Vernard_Eller,Vernard Eller
,,https://en.wikipedia.org/wiki/Greg_Boyd_(theologian),Greg Boyd (theologian)
,,https://en.wikipedia.org/wiki/Fidel_Castro,Fidel Castro
,,https://en.wikipedia.org/wiki/Bernard_Charbonneau,Bernard Charbonneau
,,https://en.wikipedia.org/wiki/Joseph_Stalin,Joseph Stalin
Stephen Darwall,Stephen Toulmin,https://en.wikipedia.org/wiki/Kurt_Baier,Kurt Baier
"Alan Moore,Peter Lamborn Wilson","Aleister Crowley,John C. Lilly,Friedrich Nietzsche,Sigmund Freud,Carl Jung,Buckminster Fuller,George Gurdjieff,James Joyce,Timothy Leary,H. P. Lovecraft,Alfred Korzybski,Ezra Pound,Wilhelm Reich,Silvio Gesell,Charles Fort,Max Stirner",https://en.wikipedia.org/wiki/Robert_Anton_Wilson,Robert Anton Wilson
,,https://en.wikipedia.org/wiki/Christoph_Blumhardt,Christoph Blumhardt
,,https://en.wikipedia.org/wiki/Walter_Sinnott-Armstrong,Walter Sinnott-Armstrong
"Kwame Anthony Appiah,Jürgen Habermas,Ronald Dworkin,David Estlund,Thomas Nagel,Thomas Pogge,T. M. Scanlon,Joshua Cohen (philosopher),Amartya Sen,Claudia Card,Christine Korsgaard,Samuel Freeman (philosopher),Onora O'Neill,Susan Neiman,Carlos Santiago Nino,Paul Krugman,Richard Rorty","Thomas Hobbes,John Locke,Jean-Jacques Rousseau,Immanuel Kant,Karl Marx,Sigmund Freud,Friedrich Nietzsche,Charles Darwin,John Stuart Mill,Henry Sidgwick,H. L. A. Hart,Isaiah Berlin,Norman Malcolm",https://en.wikipedia.org/wiki/John_Rawls,John Rawls
"Robert Audi,Tara Smith (philosopher),Bernard Gert","Aristotle,Immanuel Kant,G. E. Moore,H. A. Prichard",https://en.wikipedia.org/wiki/W.D._Ross,W. D. Ross
,,https://en.wikipedia.org/wiki/Chungliang_Al_Huang,Chungliang Al Huang
,,https://en.wikipedia.org/wiki/Monica_Furlong,Monica Furlong
,,https://en.wikipedia.org/wiki/Jiddu_Krishnamurti,Jiddu Krishnamurti
,,https://en.wikipedia.org/wiki/Haridas_Chaudhuri,Haridas Chaudhuri
,,https://en.wikipedia.org/wiki/Jean_Burden,Jean Burden
,,https://en.wikipedia.org/wiki/D._T._Suzuki,D. T. Suzuki
,,https://en.wikipedia.org/wiki/Christmas_Humphreys,Christmas Humphreys
,,https://en.wikipedia.org/wiki/Joseph_Campbell,Joseph Campbell
,,https://en.wikipedia.org/wiki/Carl_Jung,Carl Jung
,,https://en.wikipedia.org/wiki/Bankei_Y%C5%8Dtaku,Bankei Yōtaku
"Daoism,Zhuang Zhou,Lie Yukou,Chinese Buddhism,Zen,Eastern philosophy,Carl Jung,Alan Watts,Martin Heidegger,Neotaoism",,https://en.wikipedia.org/wiki/Laozi,Laozi
,,https://en.wikipedia.org/wiki/Gautama_Buddha,Gautama Buddha
,,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,Fyodor Dostoevsky
,,https://en.wikipedia.org/wiki/Kevin_Carson,Kevin Carson
,,https://en.wikipedia.org/wiki/Wolfgang_Sachs,Wolfgang Sachs
"Allen Buchanan,Marcia Baron","Immanuel Kant,Kurt Baier",https://en.wikipedia.org/wiki/Stephen_Darwall,Stephen Darwall
,,https://en.wikipedia.org/wiki/Lee_Felsenstein,Lee Felsenstein
,,https://en.wikipedia.org/wiki/Barry_Sanders_(professor),Barry Sanders (professor)
"Constance Abernathy,Ruth Asawa,J. Baldwin,Michael Ben-Eli (page does not exist),Pierre Cabrol (page does not exist),John Cage,Joseph Clinton,Peter Floyd (page does not exist),Medard Gabel,Michael Hays (page does not exist),Ted Nelson,David Johnston (builder),Peter Jon Pearce,Shoji Sadao,Edwin Schlossberg,Kenneth Snelson,Robert Anton Wilson,Stewart Brand",,https://en.wikipedia.org/wiki/Buckminster_Fuller,Buckminster Fuller
,,https://en.wikipedia.org/wiki/James_Joyce,James Joyce
,,https://en.wikipedia.org/wiki/Carlos_Santiago_Nino,Carlos Santiago Nino
,"Immanuel Kant,Hannah Arendt,Jean Améry,John Rawls,Stanley Cavell",https://en.wikipedia.org/wiki/Susan_Neiman,Susan Neiman
"Katrin Flikschuh,Christine Korsgaard","Immanuel Kant,John Rawls,Christine Korsgaard",https://en.wikipedia.org/wiki/Onora_O%27Neill,Onora O'Neill
,,https://en.wikipedia.org/wiki/Samuel_Freeman_(philosopher),Samuel Freeman (philosopher)
"Austin Dacey,Derek Parfit,Sharon Street","Immanuel Kant,John Rawls,G. E. M. Anscombe,Aristotle",https://en.wikipedia.org/wiki/Christine_Korsgaard,Christine Korsgaard
,"Kant,Schopenhauer,Nietzsche,John Rawls,Marcus George Singer,Marilyn Frye,Mary Daly,Adrienne Rich,Susan Griffin",https://en.wikipedia.org/wiki/Claudia_Card,Claudia Card
,,https://en.wikipedia.org/wiki/Paul_Krugman,Paul Krugman
,,https://en.wikipedia.org/wiki/Marcia_Baron,Marcia Baron
,,https://en.wikipedia.org/wiki/Allen_Buchanan,Allen Buchanan
,,https://en.wikipedia.org/wiki/Neotaoism,Xuanxue
,,https://en.wikipedia.org/wiki/Amartya_Sen,Amartya Sen
,,https://en.wikipedia.org/wiki/Ruth_Fuller_Sasaki,Ruth Fuller Sasaki
,,https://en.wikipedia.org/wiki/Lie_Yukou,Lie Yukou
"Daoism,Chinese Buddhism,Zen,East Asian philosophy,Alan Watts,Aleister Crowley","Zhou Dynasty,Chinese thought,Confucius,Laozi,Mozi,Hui Shi,Yang Zhu",https://en.wikipedia.org/wiki/Zhuang_Zhou,Zhuang Zhou
